generation,fitness,center_control.opening,center_control.midgame,center_control.endgame,check.opening,check.midgame,check.endgame,king_front_pawns.opening,king_front_pawns.midgame,king_front_pawns.endgame,material.opening,material.midgame,material.endgame,mobility.opening,mobility.midgame,mobility.endgame,pawn_devel.opening,pawn_devel.midgame,pawn_devel.endgame,positioning.opening,positioning.midgame,positioning.endgame,positions.king,positions.queen,positions.rook,positions.bishop,positions.knight,positions.pawn,protected_pieces.opening,protected_pieces.midgame,protected_pieces.endgame,values.king,values.queen,values.rook,values.bishop,values.knight,values.pawn,vulnerability.opening,vulnerability.midgame,vulnerability.endgame
29,0.441646,182.630127,3844.545166,1.000000,284.519592,40.799397,74.696480,88.800591,546.307312,61.435890,224.200470,11.573444,282.694397,383.352539,1958.323364,62.116581,353.576996,3434.481201,93.784683,867.981628,18.344223,87.213051,16.601902,38.358330,62.622917,13.580894,9.719681,39.491215,1.000000,372.252197,180.483765,1221.028442,9060.770508,5259.364258,3821.468506,1570.480347,2389.611328,87.944710,1.953110,103.080475
29,0.441626,182.630127,3856.650635,1.000000,284.519592,40.799397,74.696480,88.800591,546.307312,61.435890,224.200470,11.573444,282.694397,290.635071,1975.364014,285.307892,353.576996,3434.481201,93.784683,426.033966,18.344223,4.981207,16.601902,38.358330,62.622917,13.580894,9.719681,39.491215,1.000000,372.252197,180.483765,1221.028442,9060.770508,5259.364258,3821.468506,1570.480347,2389.611328,87.944710,1.953110,103.080475
30,0.443627,182.630127,3856.650635,1.000000,284.519592,40.799397,74.696480,88.800591,546.307312,61.435890,224.200470,11.573444,282.694397,290.635071,1975.364014,285.307892,129.683197,3913.916504,93.784683,426.033966,18.344223,4.981207,16.601902,38.358330,62.622917,13.580894,9.719681,39.491215,215.531982,372.252197,180.483765,1221.028442,9060.770508,5259.364258,3821.468506,1570.480347,1968.226074,148.971039,1.953110,103.080475
30,0.443567,182.630127,3748.323730,1.000000,284.519592,40.799397,74.696480,88.800591,546.307312,61.435890,1121.365234,11.573444,282.694397,290.635071,2284.435303,285.307892,353.576996,3434.481201,93.784683,426.033966,18.344223,4.981207,16.601902,38.358330,62.622917,13.580894,9.719681,39.491215,215.531982,560.708801,154.561523,1221.028442,9060.770508,5259.364258,3821.468506,1570.480347,1968.226074,87.944710,1.953110,103.080475
30,0.443487,182.630127,3748.323730,1.000000,284.519592,40.799397,74.696480,62.698540,546.307312,61.435890,643.863220,11.573444,282.694397,290.635071,2255.039307,285.307892,151.958710,3434.481201,93.784683,426.033966,18.344223,4.981207,16.601902,38.358330,62.622917,13.580894,9.719681,39.491215,215.531982,560.708801,154.561523,1221.028442,9060.770508,5259.364258,3821.468506,1570.480347,1968.226074,87.944710,1.953110,103.080475
30,0.443337,182.630127,3748.323730,1.000000,284.519592,40.799397,74.696480,88.800591,546.307312,61.435890,224.200470,11.573444,282.694397,290.635071,1975.364014,285.307892,353.576996,3434.481201,93.784683,426.033966,18.344223,4.981207,16.601902,38.358330,62.622917,13.580894,9.719681,39.491215,1.000000,372.252197,180.483765,1221.028442,9060.770508,5259.364258,3821.468506,1570.480347,1563.682495,87.944710,1.953110,103.080475
30,0.443337,182.630127,3748.323730,1.000000,284.519592,40.799397,74.696480,88.800591,546.307312,61.435890,643.863220,11.573444,282.694397,290.635071,1975.364014,285.307892,353.576996,3434.481201,93.784683,426.033966,18.344223,4.981207,16.601902,38.358330,62.622917,13.580894,9.719681,39.491215,1.000000,372.252197,180.483765,1221.028442,9060.770508,5259.364258,3821.468506,1570.480347,1563.682495,87.944710,1.953110,97.287415
30,0.443287,182.630127,3748.323730,1.000000,284.519592,40.799397,74.696480,88.800591,546.307312,61.435890,224.200470,11.573444,282.694397,290.635071,1975.364014,285.307892,353.576996,3359.079590,93.784683,426.033966,18.344223,4.981207,16.601902,38.358330,62.622917,13.580894,9.719681,39.491215,215.531982,372.252197,180.483765,1221.028442,9060.770508,5259.364258,3821.468506,1570.480347,1563.682495,87.944710,1.953110,97.287415
30,0.443287,182.630127,3748.323730,1.000000,284.519592,40.799397,74.696480,88.800591,546.307312,61.435890,214.508942,11.573444,282.694397,383.352539,1958.323364,62.116581,353.576996,3434.481201,93.784683,426.033966,18.344223,4.981207,16.601902,38.358330,62.622917,13.580894,9.719681,39.491215,215.531982,372.252197,180.483765,1221.028442,9060.770508,5259.364258,3821.468506,1570.480347,1563.682495,87.944710,1.953110,103.080475
30,0.443257,182.630127,3856.650635,1.000000,284.519592,40.799397,74.696480,88.800591,956.992737,61.435890,224.200470,11.573444,282.694397,290.635071,1975.364014,285.307892,353.576996,3434.481201,93.784683,426.033966,18.344223,4.981207,16.601902,38.358330,62.622917,13.580894,9.719681,39.491215,1.000000,372.252197,180.483765,1221.028442,9060.770508,5259.364258,3821.468506,1570.480347,1563.682495,148.971039,1.953110,103.080475
30,0.443217,182.630127,3748.323730,1.000000,284.519592,538.638000,433.884674,88.800591,546.307312,61.435890,643.863220,11.573444,282.694397,290.635071,1975.364014,285.307892,353.576996,3670.360840,93.784683,426.033966,18.344223,4.981207,16.601902,38.358330,62.622917,13.580894,9.719681,39.491215,548.884644,560.708801,154.561523,1221.028442,9060.770508,5259.364258,3821.468506,1570.480347,1968.226074,87.944710,1.953110,103.080475
30,0.443147,182.630127,3748.323730,1.000000,284.519592,40.799397,74.696480,88.800591,546.307312,61.435890,224.200470,11.573444,282.694397,383.352539,2109.549561,342.573547,353.576996,3434.481201,93.784683,426.033966,18.344223,4.981207,16.601902,38.358330,62.622917,13.580894,9.719681,39.491215,1.000000,372.252197,180.483765,1221.028442,9060.770508,5259.364258,3821.468506,1570.480347,1968.226074,148.971039,1.953110,103.080475
30,0.443147,182.630127,3748.323730,1.000000,284.519592,40.799397,135.014221,88.800591,546.307312,61.435890,224.200470,11.573444,282.694397,383.352539,2109.549561,342.573547,353.576996,3434.481201,93.784683,426.033966,18.344223,4.981207,16.601902,38.358330,62.622917,13.580894,9.719681,39.491215,215.531982,372.252197,180.483765,1221.028442,9060.770508,5259.364258,3821.468506,1570.480347,1968.226074,87.944710,1.953110,103.080475
30,0.443137,182.630127,3844.545166,1.000000,284.519592,40.799397,135.014221,88.800591,546.307312,61.435890,224.200470,11.573444,282.694397,290.635071,1975.364014,285.307892,353.576996,3434.481201,93.784683,426.033966,18.344223,4.981207,16.601902,38.358330,62.622917,13.580894,9.719681,39.491215,1.000000,372.252197,180.483765,1221.028442,9060.770508,5259.364258,3821.468506,1570.480347,1563.682495,87.944710,1.953110,103.080475
30,0.443137,182.630127,3689.082764,1.000000,284.519592,40.799397,74.696480,821.427490,712.776245,190.206818,224.200470,11.573444,282.694397,290.635071,1975.364014,285.307892,353.576996,3434.481201,93.784683,426.033966,18.344223,4.981207,16.601902,38.358330,62.622917,13.580894,9.719681,39.491215,1.000000,715.036682,180.483765,1221.028442,9060.770508,5259.364258,3821.468506,1570.480347,1968.226074,87.944710,1.953110,103.080475
30,0.443137,182.630127,3844.545166,1.000000,284.519592,40.799397,74.696480,88.800591,546.307312,61.435890,224.200470,11.573444,282.694397,290.635071,1975.364014,285.307892,353.576996,3434.481201,93.784683,426.033966,18.344223,4.981207,16.601902,38.358330,62.622917,13.580894,9.719681,39.491215,215.531982,416.464844,180.483765,1221.028442,9060.770508,5259.364258,3821.468506,1570.480347,1563.682495,87.944710,1.953110,103.080475
30,0.443137,182.630127,3844.545166,1.000000,284.519592,40.799397,74.696480,88.800591,546.307312,61.435890,224.200470,11.573444,282.694397,290.635071,1975.364014,285.307892,353.576996,3434.481201,93.784683,426.033966,18.344223,4.981207,16.601902,38.358330,62.622917,13.580894,9.719681,39.491215,1.000000,372.252197,180.483765,1221.028442,9060.770508,5259.364258,3821.468506,1570.480347,1563.682495,87.944710,1.953110,103.080475
30,0.443137,182.630127,3844.545166,1.000000,284.519592,40.799397,74.696480,88.800591,546.307312,61.435890,224.200470,11.573444,282.694397,290.635071,1975.364014,285.307892,353.576996,3434.481201,93.784683,426.033966,18.344223,4.981207,16.601902,38.358330,62.622917,13.580894,9.719681,39.491215,215.531982,560.708801,154.561523,1221.028442,9060.770508,5259.364258,3821.468506,1570.480347,1563.682495,87.944710,1.953110,103.080475
30,0.443127,182.630127,3856.650635,1.000000,284.519592,40.799397,74.696480,88.800591,546.307312,61.435890,224.200470,11.573444,282.694397,290.635071,2397.087402,285.307892,353.576996,2930.273926,93.784683,426.033966,18.344223,4.981207,16.601902,38.358330,62.622917,13.580894,9.719681,39.491215,215.531982,416.464844,180.483765,1221.028442,9060.770508,5259.364258,3821.468506,1570.480347,1563.682495,87.944710,1.953110,97.287415
30,0.443087,182.630127,3844.545166,1.000000,284.519592,40.799397,74.696480,88.800591,546.307312,61.435890,224.200470,11.573444,282.694397,383.352539,1958.323364,62.116581,353.576996,3434.481201,93.784683,426.033966,18.344223,4.981207,16.601902,38.358330,62.622917,13.580894,9.719681,39.491215,1.000000,372.252197,180.483765,1221.028442,9060.770508,5259.364258,3821.468506,1570.480347,1563.682495,87.944710,1.953110,97.287415
30,0.443037,182.630127,3856.650635,1.000000,284.519592,40.799397,74.696480,88.800591,546.307312,61.435890,224.200470,11.573444,282.694397,290.635071,1975.364014,285.307892,353.576996,3434.481201,93.784683,426.033966,18.344223,4.981207,16.601902,38.358330,62.622917,13.580894,9.719681,39.491215,1.000000,372.252197,180.483765,1221.028442,9060.770508,5259.364258,3821.468506,1570.480347,1563.682495,148.971039,1.953110,103.080475
30,0.443007,182.630127,3844.545166,1.000000,284.519592,40.799397,135.014221,88.800591,546.307312,61.435890,224.200470,11.573444,282.694397,290.635071,2451.541016,703.204346,353.576996,3415.163818,507.895691,426.033966,18.344223,4.981207,16.601902,38.358330,62.622917,13.580894,9.719681,39.491215,1.000000,372.252197,180.483765,1221.028442,9060.770508,5259.364258,3821.468506,1570.480347,2389.611328,87.944710,1.953110,103.080475
31,0.445408,182.630127,3748.323730,1.000000,284.519592,40.799397,74.696480,88.800591,546.307312,61.435890,224.200470,11.573444,282.694397,290.635071,2284.435303,285.307892,129.683197,3913.916504,93.784683,426.033966,18.344223,4.981207,16.601902,38.358330,62.622917,13.580894,9.719681,39.491215,1.000000,372.252197,180.483765,1221.028442,9060.770508,5259.364258,3821.468506,1570.480347,1563.682495,87.944710,1.953110,103.080475
31,0.445308,182.630127,3748.323730,1.000000,284.519592,40.799397,74.696480,88.800591,546.307312,61.435890,224.200470,11.573444,282.694397,290.635071,2255.039307,285.307892,129.683197,3913.916504,93.784683,426.033966,18.344223,4.981207,16.601902,38.358330,62.622917,13.580894,9.719681,39.491215,215.531982,372.252197,180.483765,1221.028442,9060.770508,5259.364258,3821.468506,1570.480347,1563.682495,87.944710,1.953110,103.080475
31,0.444818,182.630127,3748.323730,1.000000,284.519592,40.799397,74.696480,88.800591,546.307312,61.435890,224.200470,11.573444,282.694397,383.352539,2109.549561,342.573547,129.683197,3913.916504,93.784683,426.033966,18.344223,4.981207,16.601902,38.358330,62.622917,13.580894,9.719681,39.491215,1.000000,372.252197,180.483765,1221.028442,9060.770508,5259.364258,3821.468506,1570.480347,1563.682495,148.971039,1.953110,103.080475
31,0.444678,182.630127,3748.323730,1.000000,284.519592,40.799397,135.014221,88.800591,546.307312,61.435890,643.863220,11.573444,282.694397,290.635071,2284.435303,285.307892,129.683197,3913.916504,93.784683,426.033966,18.344223,4.981207,16.601902,38.358330,62.622917,13.580894,9.719681,39.491215,215.531982,372.252197,180.483765,1221.028442,9060.770508,5259.364258,3821.468506,1570.480347,1968.226074,87.944710,1.953110,103.080475
31,0.444658,182.630127,3748.323730,1.000000,512.087769,496.595917,74.696480,88.800591,546.307312,61.435890,214.508942,11.573444,282.694397,383.352539,1958.323364,62.116581,353.576996,3925.674072,93.784683,426.033966,18.344223,4.981207,16.601902,38.358330,62.622917,13.580894,9.719681,39.491215,215.531982,372.252197,180.483765,1597.642334,9060.770508,5259.364258,3821.468506,1570.480347,1563.682495,87.944710,1.953110,103.080475
31,0.444638,182.630127,3748.323730,1.000000,284.519592,40.799397,74.696480,88.800591,546.307312,61.435890,224.200470,11.573444,282.694397,290.635071,2255.039307,285.307892,129.683197,3913.916504,93.784683,426.033966,18.344223,4.981207,16.601902,38.358330,62.622917,13.580894,9.719681,39.491215,1.000000,372.252197,180.483765,1221.028442,9060.770508,5259.364258,3821.468506,1570.480347,1968.226074,87.944710,1.953110,103.080475
31,0.444488,182.630127,3748.323730,1.000000,284.519592,40.799397,74.696480,88.800591,546.307312,61.435890,224.200470,11.573444,282.694397,290.635071,1975.364014,285.307892,129.683197,3913.916504,93.784683,426.033966,18.344223,4.981207,16.601902,38.358330,62.622917,13.580894,9.719681,39.491215,215.531982,372.252197,180.483765,1221.028442,9060.770508,5259.364258,3821.468506,1570.480347,1563.682495,87.944710,1.953110,103.080475
31,0.444488,182.630127,3748.323730,1.000000,284.519592,40.799397,74.696480,88.800591,546.307312,61.435890,224.200470,11.573444,282.694397,290.635071,1975.364014,285.307892,129.683197,3913.916504,93.784683,426.033966,18.344223,4.981207,16.601902,38.358330,62.622917,13.580894,9.719681,39.491215,215.531982,372.252197,180.483765,1221.028442,9060.770508,5259.364258,3821.468506,1570.480347,1563.682495,87.944710,1.953110,103.080475
31,0.444488,182.630127,3748.323730,1.000000,284.519592,40.799397,74.696480,88.800591,546.307312,61.435890,1121.365234,11.573444,282.694397,290.635071,1975.364014,285.307892,129.683197,3913.916504,93.784683,426.033966,18.344223,4.981207,16.601902,38.358330,62.622917,13.580894,9.719681,39.491215,1.000000,372.252197,180.483765,1221.028442,9060.770508,5259.364258,3821.468506,1570.480347,1563.682495,87.944710,1.953110,103.080475
31,0.444488,182.630127,3748.323730,1.000000,284.519592,40.799397,74.696480,88.800591,546.307312,61.435890,224.200470,11.573444,282.694397,290.635071,1975.364014,285.307892,129.683197,3913.916504,93.784683,426.033966,18.344223,4.981207,16.601902,38.358330,62.622917,13.580894,9.719681,39.491215,1.000000,372.252197,180.483765,1221.028442,9060.770508,5259.364258,3821.468506,1570.480347,1563.682495,87.944710,1.953110,97.287415
31,0.444468,182.630127,3748.323730,1.000000,284.519592,40.799397,74.696480,88.800591,546.307312,61.435890,224.200470,11.573444,282.694397,383.352539,1958.323364,62.116581,129.683197,3913.916504,93.784683,426.033966,18.344223,4.981207,16.601902,38.358330,62.622917,13.580894,9.719681,39.491215,215.531982,416.464844,180.483765,1221.028442,9060.770508,5259.364258,3821.468506,1570.480347,1563.682495,87.944710,1.953110,103.080475
31,0.444428,182.630127,3856.650635,1.000000,284.519592,40.799397,135.014221,62.698540,546.307312,61.435890,643.863220,11.573444,282.694397,290.635071,1975.364014,285.307892,129.683197,3913.916504,93.784683,426.033966,18.344223,4.981207,16.601902,38.358330,62.622917,13.580894,9.719681,39.491215,1.000000,372.252197,180.483765,1221.028442,9060.770508,5259.364258,3821.468506,1570.480347,1563.682495,87.944710,1.953110,103.080475
31,0.444428,182.630127,3856.650635,1.000000,284.519592,40.799397,135.014221,88.800591,546.307312,61.435890,224.200470,11.573444,282.694397,290.635071,1975.364014,285.307892,129.683197,3913.916504,93.784683,426.033966,18.344223,4.981207,16.601902,38.358330,62.622917,13.580894,9.719681,39.491215,215.531982,372.252197,180.483765,1221.028442,9060.770508,5259.364258,3821.468506,1570.480347,1563.682495,148.971039,1.953110,103.080475
31,0.444408,182.630127,3748.323730,1.000000,284.519592,40.799397,74.696480,88.800591,546.307312,61.435890,1121.365234,11.573444,282.694397,290.635071,2540.375732,285.307892,353.576996,3581.350098,93.784683,426.033966,18.344223,4.981207,16.601902,38.358330,62.622917,13.580894,9.719681,39.491215,215.531982,560.708801,154.561523,1221.028442,9060.770508,5259.364258,3821.468506,1570.480347,1968.226074,87.944710,1.953110,103.080475
31,0.444348,165.870056,3856.650635,1.000000,284.519592,40.799397,74.696480,88.800591,956.992737,61.435890,224.200470,11.573444,282.694397,290.635071,2411.262451,285.307892,353.576996,3434.481201,93.784683,426.033966,18.344223,4.981207,16.601902,38.358330,62.622917,13.580894,9.719681,39.491215,1.000000,372.252197,180.483765,1221.028442,9060.770508,5259.364258,3821.468506,1570.480347,1563.682495,148.971039,1.953110,103.080475
31,0.444298,113.023926,3856.650635,1.000000,284.519592,40.799397,74.696480,88.800591,546.307312,61.435890,115.486115,11.573444,282.694397,290.635071,2218.072998,285.307892,129.683197,3913.916504,93.784683,426.033966,18.344223,4.981207,16.601902,38.358330,62.622917,13.580894,9.719681,39.491215,215.531982,372.252197,180.483765,1221.028442,9060.770508,5259.364258,3821.468506,1570.480347,1968.226074,148.971039,1.953110,103.080475
31,0.444278,182.630127,3748.323730,1.000000,284.519592,538.638000,433.884674,88.800591,956.992737,61.435890,224.200470,11.573444,282.694397,383.352539,2109.549561,342.573547,129.683197,3913.916504,93.784683,426.033966,18.344223,4.981207,16.601902,38.358330,62.622917,13.580894,9.719681,39.491215,215.531982,416.464844,180.483765,1221.028442,9060.770508,5259.364258,3821.468506,1570.480347,1968.226074,87.944710,1.953110,103.080475
31,0.444258,182.630127,3844.545166,1.000000,284.519592,40.799397,74.696480,88.800591,546.307312,61.435890,224.200470,11.573444,282.694397,383.352539,2449.492432,62.116581,353.576996,3434.481201,93.784683,426.033966,18.344223,4.981207,16.601902,38.358330,62.622917,13.580894,9.719681,39.491215,1.000000,372.252197,180.483765,1221.028442,9060.770508,5259.364258,3821.468506,1570.480347,1563.682495,87.944710,1.953110,97.287415
31,0.444228,182.630127,3748.323730,1.000000,284.519592,40.799397,74.696480,62.698540,546.307312,61.435890,643.863220,11.573444,282.694397,290.635071,2255.039307,285.307892,151.958710,3813.489258,93.784683,426.033966,18.344223,4.981207,16.601902,38.358330,62.622917,13.580894,9.719681,39.491215,215.531982,560.708801,154.561523,1221.028442,9060.770508,5259.364258,3821.468506,1570.480347,1968.226074,360.209961,1.953110,103.080475
31,0.444208,182.630127,3748.323730,1.000000,284.519592,40.799397,74.696480,88.800591,546.307312,61.435890,224.200470,11.573444,282.694397,383.352539,2109.549561,342.573547,129.683197,3913.916504,93.784683,426.033966,18.344223,4.981207,16.601902,38.358330,62.622917,13.580894,9.719681,39.491215,215.531982,560.708801,154.561523,1221.028442,9060.770508,5259.364258,3821.468506,1570.480347,1968.226074,87.944710,1.953110,103.080475
32,0.446469,182.630127,3748.323730,1.000000,284.519592,40.799397,74.696480,88.800591,546.307312,61.435890,224.200470,11.573444,282.694397,290.635071,2339.432617,285.307892,129.683197,4292.428711,93.784683,426.033966,18.344223,4.981207,16.601902,38.358330,62.622917,13.580894,9.719681,39.491215,215.531982,372.252197,180.483765,1221.028442,9060.770508,5259.364258,3821.468506,1570.480347,1563.682495,87.944710,1.953110,103.080475
32,0.446249,182.630127,3748.323730,1.000000,284.519592,40.799397,74.696480,88.800591,546.307312,61.435890,224.200470,11.573444,282.694397,290.635071,2637.548340,285.307892,129.683197,3913.916504,93.784683,426.033966,18.344223,4.981207,16.601902,38.358330,62.622917,13.580894,9.719681,39.491215,1.000000,372.252197,180.483765,1221.028442,9060.770508,5259.364258,3821.468506,1570.480347,1563.682495,87.944710,1.953110,103.080475
32,0.446119,182.630127,3748.323730,1.000000,284.519592,40.799397,135.014221,88.800591,180.692932,61.435890,643.863220,11.573444,282.694397,290.635071,2775.651367,285.307892,129.683197,3913.916504,93.784683,426.033966,18.344223,4.981207,16.601902,38.358330,62.622917,13.580894,9.719681,39.491215,215.531982,372.252197,180.483765,1221.028442,9060.770508,5259.364258,3821.468506,1570.480347,1968.226074,87.944710,1.953110,103.080475
32,0.445839,491.385925,3748.323730,1.000000,512.087769,496.595917,74.696480,88.800591,546.307312,61.435890,214.508942,11.573444,282.694397,383.352539,2414.484375,62.116581,353.576996,3925.674072,93.784683,426.033966,18.344223,4.981207,16.601902,38.358330,62.622917,13.580894,9.719681,39.491215,215.531982,372.252197,180.483765,1597.642334,9060.770508,5259.364258,3821.468506,1570.480347,1563.682495,87.944710,1.953110,103.080475
32,0.445759,182.630127,3748.323730,1.000000,512.087769,496.595917,74.696480,88.800591,546.307312,61.435890,224.200470,11.573444,282.694397,290.635071,2411.262451,285.307892,129.683197,3913.916504,93.784683,426.033966,18.344223,4.981207,16.601902,38.358330,62.622917,13.580894,9.719681,39.491215,1.000000,372.252197,180.483765,1221.028442,9060.770508,5259.364258,3821.468506,1570.480347,1563.682495,87.944710,1.953110,103.080475
32,0.445759,182.630127,3748.323730,1.000000,284.519592,40.799397,135.014221,88.800591,546.307312,61.435890,214.508942,11.573444,282.694397,290.635071,2411.262451,285.307892,129.683197,3913.916504,93.784683,426.033966,18.344223,4.981207,16.601902,38.358330,62.622917,13.580894,9.719681,39.491215,215.531982,372.252197,180.483765,1221.028442,9060.770508,5259.364258,3821.468506,1570.480347,1563.682495,148.971039,1.953110,103.080475
32,0.445658,182.630127,3748.323730,1.000000,512.087769,496.595917,74.696480,88.800591,546.307312,61.435890,214.508942,11.573444,282.694397,383.352539,1958.323364,62.116581,353.576996,4328.408203,93.784683,426.033966,18.344223,4.981207,16.601902,38.358330,62.622917,13.580894,9.719681,39.491215,215.531982,372.252197,412.497925,1597.642334,9060.770508,5259.364258,3821.468506,1570.480347,1563.682495,87.944710,1.953110,103.080475
32,0.445528,182.630127,3748.323730,1.000000,284.519592,40.799397,74.696480,88.800591,546.307312,61.435890,224.200470,11.573444,282.694397,290.635071,2284.435303,285.307892,129.683197,3913.916504,93.784683,426.033966,18.344223,4.981207,16.601902,38.358330,62.622917,13.580894,9.719681,39.491215,1.000000,372.252197,180.483765,1221.028442,9060.770508,5259.364258,3700.437500,1570.480347,1563.682495,87.944710,1.953110,103.080475
32,0.445508,182.630127,3748.323730,1.000000,284.519592,40.799397,74.696480,88.800591,546.307312,61.435890,224.200470,11.573444,330.154724,290.635071,2284.435303,285.307892,129.683197,3913.916504,93.784683,426.033966,18.344223,4.981207,16.601902,38.358330,62.622917,13.580894,9.719681,39.491215,1.000000,372.252197,180.483765,1221.028442,9060.770508,5259.364258,3821.468506,1570.480347,1181.983398,87.944710,1.953110,103.080475
32,0.445498,182.630127,3748.323730,1.000000,284.519592,40.799397,74.696480,88.800591,546.307312,61.435890,224.200470,11.573444,282.694397,290.635071,2284.435303,285.307892,353.576996,3925.674072,93.784683,426.033966,18.344223,4.981207,16.601902,38.358330,62.622917,13.580894,9.719681,39.491215,215.531982,372.252197,180.483765,1221.028442,9060.770508,5259.364258,3821.468506,1570.480347,1563.682495,87.944710,1.953110,103.080475
32,0.445498,182.630127,3748.323730,1.000000,284.519592,40.799397,135.014221,88.800591,546.307312,61.435890,224.200470,11.573444,282.694397,290.635071,2284.435303,285.307892,353.576996,3925.674072,93.784683,426.033966,18.344223,4.981207,16.601902,38.358330,62.622917,13.580894,9.719681,39.491215,1.000000,372.252197,180.483765,1221.028442,9060.770508,5259.364258,3821.468506,1570.480347,1563.682495,87.944710,1.953110,103.080475
32,0.445498,182.630127,3748.323730,1.000000,284.519592,40.799397,74.696480,88.800591,546.307312,61.435890,214.508942,11.573444,282.694397,290.635071,2284.435303,285.307892,353.576996,3925.674072,93.784683,426.033966,18.344223,4.981207,16.601902,38.358330,62.622917,13.580894,9.719681,39.491215,215.531982,372.252197,180.483765,1221.028442,9060.770508,5259.364258,3821.468506,1570.480347,1563.682495,87.944710,1.953110,103.080475
32,0.445498,182.630127,3748.323730,1.000000,284.519592,40.799397,74.696480,88.800591,546.307312,61.435890,224.200470,11.573444,282.694397,290.635071,2284.435303,285.307892,353.576996,3925.674072,93.784683,426.033966,18.344223,4.981207,16.601902,38.358330,62.622917,13.580894,9.719681,39.491215,215.531982,372.252197,180.483765,1221.028442,9060.770508,5259.364258,3821.468506,1570.480347,1563.682495,148.971039,1.953110,103.080475
32,0.445448,182.630127,3748.323730,1.000000,284.519592,40.799397,74.696480,88.800591,546.307312,61.435890,224.200470,11.573444,282.694397,290.635071,2284.435303,285.307892,353.576996,3925.674072,93.784683,426.033966,18.344223,4.981207,16.601902,38.358330,62.622917,13.580894,9.719681,39.491215,215.531982,372.252197,180.483765,1597.642334,9060.770508,5259.364258,3821.468506,1570.480347,1563.682495,148.971039,1.953110,103.080475
32,0.445438,182.630127,3748.323730,1.000000,284.519592,40.799397,74.696480,88.800591,719.201416,61.435890,224.200470,11.573444,282.694397,290.635071,2255.039307,285.307892,129.683197,3913.916504,93.784683,426.033966,18.344223,4.981207,16.601902,38.358330,62.622917,13.580894,9.719681,39.491215,215.531982,372.252197,180.483765,1221.028442,9060.770508,5259.364258,3821.468506,1570.480347,1563.682495,87.944710,1.953110,103.080475
32,0.445428,182.630127,3748.323730,1.000000,284.519592,40.799397,74.696480,88.800591,546.307312,61.435890,224.200470,11.573444,361.024261,290.635071,2284.435303,285.307892,129.683197,3913.916504,93.784683,426.033966,18.344223,4.981207,16.601902,38.358330,62.622917,13.580894,9.719681,39.491215,1.000000,372.252197,180.483765,1221.028442,9060.770508,5259.364258,3821.468506,1570.480347,1563.682495,87.944710,1.953110,103.080475
32,0.445418,182.630127,3748.323730,1.000000,284.519592,40.799397,74.696480,88.800591,546.307312,61.435890,224.200470,11.573444,282.694397,290.635071,2284.435303,285.307892,129.683197,3913.916504,162.126205,426.033966,18.344223,4.981207,16.601902,38.358330,62.622917,13.580894,9.719681,39.491215,1.000000,372.252197,180.483765,1221.028442,9060.770508,5259.364258,3821.468506,1570.480347,1563.682495,87.944710,1.953110,103.080475
32,0.445418,182.630127,3748.323730,1.000000,512.087769,496.595917,74.696480,88.800591,546.307312,61.435890,214.508942,11.573444,282.694397,290.635071,2284.435303,285.307892,129.683197,3913.916504,93.784683,426.033966,18.344223,4.981207,16.601902,38.358330,62.622917,13.580894,9.719681,39.491215,215.531982,372.252197,180.483765,1221.028442,9060.770508,5259.364258,3821.468506,1570.480347,1563.682495,87.944710,1.953110,103.080475
32,0.445418,182.630127,3748.323730,1.000000,512.087769,496.595917,74.696480,88.800591,546.307312,61.435890,224.200470,11.573444,282.694397,290.635071,2284.435303,285.307892,129.683197,3913.916504,93.784683,426.033966,18.344223,4.981207,16.601902,38.358330,62.622917,13.580894,9.719681,39.491215,215.531982,372.252197,180.483765,1221.028442,9060.770508,5259.364258,3821.468506,1570.480347,1563.682495,87.944710,1.953110,103.080475
32,0.445408,182.630127,3748.323730,1.000000,284.519592,40.799397,74.696480,88.800591,546.307312,61.435890,224.200470,11.573444,282.694397,290.635071,2284.435303,285.307892,129.683197,3913.916504,93.784683,426.033966,18.344223,4.981207,16.601902,38.358330,62.622917,13.580894,9.719681,39.491215,1.000000,372.252197,180.483765,1221.028442,9060.770508,5259.364258,3821.468506,1570.480347,1563.682495,87.944710,1.953110,103.080475
33,0.44778,182.630127,3748.323730,1.000000,284.519592,40.799397,74.696480,88.800591,546.307312,61.435890,224.200470,11.573444,282.694397,290.635071,2775.651367,285.307892,129.683197,4292.428711,93.784683,426.033966,18.344223,4.981207,16.601902,38.358330,62.622917,13.580894,9.719681,39.491215,215.531982,372.252197,180.483765,1221.028442,9060.770508,5259.364258,3700.437500,1570.480347,1563.682495,87.944710,1.953110,103.080475
33,0.44764,182.630127,3748.323730,1.000000,284.519592,40.799397,74.696480,88.800591,546.307312,61.435890,214.508942,11.573444,282.694397,290.635071,2775.651367,285.307892,129.683197,4292.428711,93.784683,426.033966,18.344223,4.981207,16.601902,38.358330,62.622917,13.580894,9.719681,39.491215,215.531982,372.252197,180.483765,1221.028442,9060.770508,5259.364258,3821.468506,1570.480347,1563.682495,87.944710,1.953110,103.080475
